,context,question,answerA,answerB,answerC,correct
1261,Alex kept up with the growth of their hair to keep it tamed.,What does Alex need to do before this?,brush their hair,get a haircut,get a haircut,A
1262,Tracy went and bought the cookies Quinn was selling at their bakery.,What will happen to Quinn?,are asked about their day,have to bake more cookies,she will like them,B
1263,Aubrey saw every person and mournfully greeted them at the funeral that rainy evening.,How would Aubrey feel afterwards?,invigorated and wet,mournful and depressed,grieving,B
1264,"Depending on how long and hard Robin studied, he determined his own grade.",How would you describe Robin?,a forgetful student,proud,a hardworking student,C
1265,Carson told his teacher never to interrupt her in the middle of a speech.,Why did Carson do this?,understood,lazy,finish speaking,C
1266,Sasha left the scene at the party to go home and rest.,How would Sasha feel afterwards?,tired,Like they need some rest,sleepy,A
1267,Tracey was as good as they get but she still practiced her singing every day.,How would you describe Tracy?,that she stuck to her routine well,didn't care very much about singing,was a passionate person,C
1268,Addison closed the store that day and missed out on a lot of business.,How would Addison feel afterwards?,regretful afterwards,unfortunate,happy afterwards,A
1269,Kendall went to the store to buy some food for herself.,How would Kendall feel afterwards?,ready to make food,boring,scared,A
1270,Taylor ran some errands and brought some groceries back to her home.,What does Taylor need to do before this?,get in the car,rent some skis,buy some muffins,A
1271,Lee committed murder with Austin in their heart because Austin was hrurt.,What will Lee want to do next?,call the police,hide the body,kill the competitor,B
1272,Lee spent hours studying but got bored easily.,What will Lee want to do next?,get some rest,did not like the subject,not sleep,A
1273,Alex visited the town where his mother was born when he finished school.,What will Alex want to do next?,learn about his history,find some relatives,blow up the town,B
1274,Ash had some dinner that was left over from their job. Ash brought dinner to Addison's house.,How would Addison feel as a result?,kind,like having the dinner,like going on a fast,B
1275,Skylar bought milk the other day but it already smells really bad.,What does Skylar need to do before this?,live without having milk,let it be moldy in the refrigerator,throw it away from the refrigerator,B
1276,Addison's friends wanted to pirate the summer blockbuster. Addison insisted they pay for it instead.,How would Addison's friends feel as a result?,earnest,honest,annoyed,C
1277,Alex visited their mother's friend who was terminally ill and didn't have much time left.,What will Alex want to do next?,buy some flowers,say goodbye,go to the hospital,B
1278,Tracy bought Quinn's item and they both enjoyed the important exchange.,What will Tracy want to do next?,wanted to be fair,loved,lazy,A
1279,"Taylor didn't know her tooth was missing, so Carson brought attention to Taylor's mouth.",How would you describe Carson?,would be self conscious,would be excited for the tooth fairy,observant,C
1280,Kendall left Jan high and dry at the altar on the day of their wedding and Jan was killed the next day.,How would Kendall feel afterwards?,happy,horrified,very cowardly when it comes to confronting an issue,B
1281,Kendall left Jan high and dry at the playground when the other kids showed up and Jan played with them.,Why did Kendall do this?,join the kids in the playground,enjoy playing in the playground,be alone,C
1282,Aubrey put on Bailey's hat in a playful fashion that day.,How would Bailey feel as a result?,like she had her hat,like a comedian,hatless,C
1283,Skylar shared the money equally between the people that had participated.,What will Others want to do after this?,be gracious,be upset,be angry,A
1284,Jesse finally completed all of her classes and had finally learned how to surf properly.,What will Jesse want to do next?,practice surfing on the beach with the biggest waves,find surfing lessons,try to apply what they have learned out on the beach,C
1285,Kendall travelled across the country to visit his friends and family in his home town.,How would Kendall feel afterwards?,relaxed,angry,sad,A
1286,Alex told Bailey's daughter about the hayride in the park.,How would Bailey feel as a result?,very fearful,anticipating,like not going,B
1287,Carson was at their grandmother's old house for the entire summer.,What will Carson want to do next?,spend time with their grandmother,go home,renovate the old house,A
1288,Bailey spent time at Alex's house and they had a cooking party.,What will Bailey want to do next?,go home,ignore Alex,be friends with Alex,A
1289,Tracy kicked off Ashe's shoes so they could start getting busy.,What will Ash want to do next?,relax in bed,take off their socks,stop everything and eat,B
1290,Kai lost a weird bet with Austin. Kai licked Austin's balls.,What will Kai want to do next?,walk around naked,put on their pants,he liked balls,B
1291,"Alex had a message to give Bailey, so Alex told Bailey's daughter.",What will Bailey want to do next?,ask their daughter for the message,follow up on Bailey's message,ignore their daughter's message,A
1292,"Taylor played dodgeball at school, and really enjoyed hitting other kids with the balls.",What does Taylor need to do before this?,get a ball and pop it,show up at school,take all his frustration out on the sport,B
1293,Kendall took a long time sitting down because they recently broke their hip and had surgery.,How would Kendall feel afterwards?,happy,unharmed,pained,C
1294,Ash smelled something sweet in the kitchen when she got home from work.,How would Ash feel afterwards?,angry because she's on a diet,hungry for sweet treats,sick because she had a stomach ache,B
1295,Addison looked like a fool after they tripped and fell down the stairs.,What does Addison need to do before this?,embarrass themselves,trip,brush herself off,B
1296,Quinn put on exspensive cologn so that he woulod smell nice today.,What will Others want to do next?,Plug their nose,Get sick,Wear the same brand,C
1297,Aubrey needed to make sure their house was clean before guests arrived. They started cleaning early.,What will Aubrey want to do next?,look proper,sweep the floors,change the oil,B
1298,"Riley knew Camerons sister since preschool, Riley asked her to the prom.",How would Riley feel afterwards?,excited about his sister going to prom,resentment,excited,C
1299,Jan tried to shorten the amount of time she had to stay at rehab.,What does Jan need to do before this?,bake a cake,go to a dance,drink a lot,C
1300,Addison called in sick the next day and their co-workers would have to pick up the slack.,What will happen to the co-workers?,go to the doctor,get angry at Addison,sleep more,B
